ngram,noun,adjective,year,count
wellbeing_noun=>clinical_adj,wellbeing,clinical,2015,8
wellbeing_noun=>clinical_adj,wellbeing,clinical,2016,8
wellbeing_noun=>clinical_adj,wellbeing,clinical,2017,4
wellbeing_noun=>clinical_adj,wellbeing,clinical,2018,5
wellbeing_noun=>clinical_adj,wellbeing,clinical,2019,3
wellbeing_noun=>well_adj,wellbeing,well,1852,1
wellbeing_noun=>well_adj,wellbeing,well,1854,2
wellbeing_noun=>well_adj,wellbeing,well,1860,3
wellbeing_noun=>well_adj,wellbeing,well,1877,1
wellbeing_noun=>well_adj,wellbeing,well,1883,1
wellbeing_noun=>well_adj,wellbeing,well,1884,5
wellbeing_noun=>well_adj,wellbeing,well,1892,1
wellbeing_noun=>well_adj,wellbeing,well,1900,2
wellbeing_noun=>well_adj,wellbeing,well,1918,1
wellbeing_noun=>well_adj,wellbeing,well,1921,1
wellbeing_noun=>well_adj,wellbeing,well,1924,3
wellbeing_noun=>well_adj,wellbeing,well,1925,1
wellbeing_noun=>well_adj,wellbeing,well,1928,2
wellbeing_noun=>well_adj,wellbeing,well,1931,1
wellbeing_noun=>well_adj,wellbeing,well,1934,3
wellbeing_noun=>well_adj,wellbeing,well,1937,2
wellbeing_noun=>well_adj,wellbeing,well,1948,1
wellbeing_noun=>well_adj,wellbeing,well,1950,6
wellbeing_noun=>well_adj,wellbeing,well,1956,1
wellbeing_noun=>well_adj,wellbeing,well,1959,7
wellbeing_noun=>well_adj,wellbeing,well,1960,2
wellbeing_noun=>well_adj,wellbeing,well,1966,2
wellbeing_noun=>well_adj,wellbeing,well,1967,3
wellbeing_noun=>well_adj,wellbeing,well,1968,1
wellbeing_noun=>well_adj,wellbeing,well,1969,1
wellbeing_noun=>well_adj,wellbeing,well,1970,2
wellbeing_noun=>well_adj,wellbeing,well,1972,1
wellbeing_noun=>well_adj,wellbeing,well,1973,1
wellbeing_noun=>well_adj,wellbeing,well,1977,2
wellbeing_noun=>well_adj,wellbeing,well,1978,2
wellbeing_noun=>well_adj,wellbeing,well,1979,2
wellbeing_noun=>well_adj,wellbeing,well,1980,1
wellbeing_noun=>well_adj,wellbeing,well,1984,1
wellbeing_noun=>well_adj,wellbeing,well,1985,1
wellbeing_noun=>well_adj,wellbeing,well,1988,1
wellbeing_noun=>well_adj,wellbeing,well,1989,2
wellbeing_noun=>well_adj,wellbeing,well,1990,1
wellbeing_noun=>well_adj,wellbeing,well,1991,1
wellbeing_noun=>well_adj,wellbeing,well,1993,2
wellbeing_noun=>well_adj,wellbeing,well,1994,4
wellbeing_noun=>well_adj,wellbeing,well,1995,2
wellbeing_noun=>well_adj,wellbeing,well,1996,4
wellbeing_noun=>well_adj,wellbeing,well,1997,7
wellbeing_noun=>well_adj,wellbeing,well,1998,2
wellbeing_noun=>well_adj,wellbeing,well,1999,1
wellbeing_noun=>well_adj,wellbeing,well,2000,7
wellbeing_noun=>well_adj,wellbeing,well,2001,1
wellbeing_noun=>well_adj,wellbeing,well,2002,2
wellbeing_noun=>well_adj,wellbeing,well,2003,1
wellbeing_noun=>well_adj,wellbeing,well,2005,3
wellbeing_noun=>well_adj,wellbeing,well,2006,5
wellbeing_noun=>well_adj,wellbeing,well,2007,3
wellbeing_noun=>well_adj,wellbeing,well,2008,4
wellbeing_noun=>well_adj,wellbeing,well,2009,3
wellbeing_noun=>well_adj,wellbeing,well,2010,4
wellbeing_noun=>well_adj,wellbeing,well,2011,5
wellbeing_noun=>well_adj,wellbeing,well,2012,6
wellbeing_noun=>well_adj,wellbeing,well,2013,5
wellbeing_noun=>well_adj,wellbeing,well,2014,5
wellbeing_noun=>well_adj,wellbeing,well,2015,4
wellbeing_noun=>well_adj,wellbeing,well,2016,10
wellbeing_noun=>well_adj,wellbeing,well,2017,11
wellbeing_noun=>well_adj,wellbeing,well,2018,4
wellbeing_noun=>well_adj,wellbeing,well,2019,5
wellbeing_noun=>contrary_adj,wellbeing,contrary,1897,10
wellbeing_noun=>contrary_adj,wellbeing,contrary,1914,1
wellbeing_noun=>contrary_adj,wellbeing,contrary,1915,5
wellbeing_noun=>contrary_adj,wellbeing,contrary,1954,2
wellbeing_noun=>contrary_adj,wellbeing,contrary,1975,1
wellbeing_noun=>contrary_adj,wellbeing,contrary,1976,3
wellbeing_noun=>contrary_adj,wellbeing,contrary,1987,4
wellbeing_noun=>contrary_adj,wellbeing,contrary,1990,2
wellbeing_noun=>contrary_adj,wellbeing,contrary,1993,3
wellbeing_noun=>contrary_adj,wellbeing,contrary,2005,1
wellbeing_noun=>contrary_adj,wellbeing,contrary,2006,1
wellbeing_noun=>contrary_adj,wellbeing,contrary,2007,1
wellbeing_noun=>contrary_adj,wellbeing,contrary,2009,1
wellbeing_noun=>contrary_adj,wellbeing,contrary,2010,3
wellbeing_noun=>contrary_adj,wellbeing,contrary,2011,2
wellbeing_noun=>contrary_adj,wellbeing,contrary,2019,2
wellbeing_noun=>most_adj,wellbeing,most,1873,2
wellbeing_noun=>most_adj,wellbeing,most,1898,1
wellbeing_noun=>most_adj,wellbeing,most,1927,1
wellbeing_noun=>most_adj,wellbeing,most,1948,3
wellbeing_noun=>most_adj,wellbeing,most,1954,3
wellbeing_noun=>most_adj,wellbeing,most,1955,1
wellbeing_noun=>most_adj,wellbeing,most,1959,1
wellbeing_noun=>most_adj,wellbeing,most,1960,3
wellbeing_noun=>most_adj,wellbeing,most,1963,1
wellbeing_noun=>most_adj,wellbeing,most,1967,2
wellbeing_noun=>most_adj,wellbeing,most,1972,4
wellbeing_noun=>most_adj,wellbeing,most,1973,4
wellbeing_noun=>most_adj,wellbeing,most,1985,1
wellbeing_noun=>most_adj,wellbeing,most,1988,1
wellbeing_noun=>most_adj,wellbeing,most,1992,2
wellbeing_noun=>most_adj,wellbeing,most,1994,1
wellbeing_noun=>most_adj,wellbeing,most,1998,4
wellbeing_noun=>most_adj,wellbeing,most,1999,1
wellbeing_noun=>most_adj,wellbeing,most,2000,2
wellbeing_noun=>most_adj,wellbeing,most,2003,8
wellbeing_noun=>most_adj,wellbeing,most,2004,4
wellbeing_noun=>most_adj,wellbeing,most,2005,3
wellbeing_noun=>most_adj,wellbeing,most,2006,2
wellbeing_noun=>most_adj,wellbeing,most,2007,5
wellbeing_noun=>most_adj,wellbeing,most,2008,2
wellbeing_noun=>most_adj,wellbeing,most,2009,4
wellbeing_noun=>most_adj,wellbeing,most,2010,1
wellbeing_noun=>most_adj,wellbeing,most,2011,4
wellbeing_noun=>most_adj,wellbeing,most,2012,2
wellbeing_noun=>most_adj,wellbeing,most,2013,3
wellbeing_noun=>most_adj,wellbeing,most,2014,10
wellbeing_noun=>most_adj,wellbeing,most,2015,3
wellbeing_noun=>most_adj,wellbeing,most,2016,7
wellbeing_noun=>most_adj,wellbeing,most,2017,3
wellbeing_noun=>most_adj,wellbeing,most,2018,6
wellbeing_noun=>most_adj,wellbeing,most,2019,3
wellbeing_noun=>legal_adj,wellbeing,legal,1922,3
wellbeing_noun=>legal_adj,wellbeing,legal,1954,2
wellbeing_noun=>legal_adj,wellbeing,legal,1959,1
wellbeing_noun=>legal_adj,wellbeing,legal,1963,7
wellbeing_noun=>legal_adj,wellbeing,legal,1964,1
wellbeing_noun=>legal_adj,wellbeing,legal,1967,1
wellbeing_noun=>legal_adj,wellbeing,legal,1971,1
wellbeing_noun=>legal_adj,wellbeing,legal,1976,1
wellbeing_noun=>legal_adj,wellbeing,legal,1978,4
wellbeing_noun=>legal_adj,wellbeing,legal,1980,5
wellbeing_noun=>legal_adj,wellbeing,legal,1981,1
wellbeing_noun=>legal_adj,wellbeing,legal,1982,3
wellbeing_noun=>legal_adj,wellbeing,legal,1984,2
wellbeing_noun=>legal_adj,wellbeing,legal,1987,2
wellbeing_noun=>legal_adj,wellbeing,legal,1991,3
wellbeing_noun=>legal_adj,wellbeing,legal,1992,1
wellbeing_noun=>legal_adj,wellbeing,legal,1993,3
wellbeing_noun=>legal_adj,wellbeing,legal,1994,1
wellbeing_noun=>legal_adj,wellbeing,legal,1995,1
wellbeing_noun=>legal_adj,wellbeing,legal,1996,1
wellbeing_noun=>legal_adj,wellbeing,legal,1997,2
wellbeing_noun=>legal_adj,wellbeing,legal,1998,1
wellbeing_noun=>legal_adj,wellbeing,legal,1999,1
wellbeing_noun=>legal_adj,wellbeing,legal,2001,4
wellbeing_noun=>legal_adj,wellbeing,legal,2003,3
wellbeing_noun=>legal_adj,wellbeing,legal,2004,2
wellbeing_noun=>legal_adj,wellbeing,legal,2005,2
wellbeing_noun=>legal_adj,wellbeing,legal,2006,3
wellbeing_noun=>legal_adj,wellbeing,legal,2007,5
wellbeing_noun=>legal_adj,wellbeing,legal,2008,3
wellbeing_noun=>legal_adj,wellbeing,legal,2009,3
wellbeing_noun=>legal_adj,wellbeing,legal,2010,5
wellbeing_noun=>legal_adj,wellbeing,legal,2011,4
wellbeing_noun=>legal_adj,wellbeing,legal,2012,4
wellbeing_noun=>legal_adj,wellbeing,legal,2013,1
wellbeing_noun=>legal_adj,wellbeing,legal,2014,4
wellbeing_noun=>legal_adj,wellbeing,legal,2015,2
wellbeing_noun=>legal_adj,wellbeing,legal,2016,2
wellbeing_noun=>legal_adj,wellbeing,legal,2017,5
wellbeing_noun=>legal_adj,wellbeing,legal,2018,1
wellbeing_noun=>legal_adj,wellbeing,legal,2019,2
wellbeing_noun=>self_adj,wellbeing,self,1908,1
wellbeing_noun=>self_adj,wellbeing,self,1946,1
wellbeing_noun=>self_adj,wellbeing,self,1947,1
wellbeing_noun=>self_adj,wellbeing,self,1972,2
wellbeing_noun=>self_adj,wellbeing,self,1987,1
wellbeing_noun=>self_adj,wellbeing,self,1989,1
wellbeing_noun=>self_adj,wellbeing,self,1991,1
wellbeing_noun=>self_adj,wellbeing,self,1999,1
wellbeing_noun=>self_adj,wellbeing,self,2000,2
wellbeing_noun=>self_adj,wellbeing,self,2002,1
wellbeing_noun=>self_adj,wellbeing,self,2004,3
wellbeing_noun=>self_adj,wellbeing,self,2005,1
wellbeing_noun=>self_adj,wellbeing,self,2007,2
wellbeing_noun=>self_adj,wellbeing,self,2008,2
wellbeing_noun=>self_adj,wellbeing,self,2009,3
wellbeing_noun=>self_adj,wellbeing,self,2010,1
wellbeing_noun=>self_adj,wellbeing,self,2012,7
wellbeing_noun=>self_adj,wellbeing,self,2014,4
wellbeing_noun=>self_adj,wellbeing,self,2015,5
wellbeing_noun=>self_adj,wellbeing,self,2016,8
wellbeing_noun=>self_adj,wellbeing,self,2017,4
wellbeing_noun=>self_adj,wellbeing,self,2018,8
wellbeing_noun=>self_adj,wellbeing,self,2019,3
wellbeing_noun=>substantial_adj,wellbeing,substantial,1836,2
wellbeing_noun=>substantial_adj,wellbeing,substantial,1840,2
wellbeing_noun=>substantial_adj,wellbeing,substantial,1848,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,1851,10
wellbeing_noun=>substantial_adj,wellbeing,substantial,1852,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,1854,4
wellbeing_noun=>substantial_adj,wellbeing,substantial,1856,2
wellbeing_noun=>substantial_adj,wellbeing,substantial,1857,2
wellbeing_noun=>substantial_adj,wellbeing,substantial,1858,4
wellbeing_noun=>substantial_adj,wellbeing,substantial,1863,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,1864,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,1874,9
wellbeing_noun=>substantial_adj,wellbeing,substantial,1879,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,1889,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,1890,2
wellbeing_noun=>substantial_adj,wellbeing,substantial,1901,2
wellbeing_noun=>substantial_adj,wellbeing,substantial,1904,3
wellbeing_noun=>substantial_adj,wellbeing,substantial,1907,8
wellbeing_noun=>substantial_adj,wellbeing,substantial,1908,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,1910,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,1911,8
wellbeing_noun=>substantial_adj,wellbeing,substantial,1915,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,1919,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,1920,20
wellbeing_noun=>substantial_adj,wellbeing,substantial,1922,4
wellbeing_noun=>substantial_adj,wellbeing,substantial,1930,3
wellbeing_noun=>substantial_adj,wellbeing,substantial,1933,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,1942,2
wellbeing_noun=>substantial_adj,wellbeing,substantial,1956,2
wellbeing_noun=>substantial_adj,wellbeing,substantial,1969,2
wellbeing_noun=>substantial_adj,wellbeing,substantial,1983,2
wellbeing_noun=>substantial_adj,wellbeing,substantial,1984,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,1986,2
wellbeing_noun=>substantial_adj,wellbeing,substantial,1987,3
wellbeing_noun=>substantial_adj,wellbeing,substantial,1994,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,2003,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,2005,3
wellbeing_noun=>substantial_adj,wellbeing,substantial,2007,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,2012,8
wellbeing_noun=>substantial_adj,wellbeing,substantial,2013,13
wellbeing_noun=>substantial_adj,wellbeing,substantial,2014,1
wellbeing_noun=>substantial_adj,wellbeing,substantial,2017,3
wellbeing_noun=>substantial_adj,wellbeing,substantial,2019,2
wellbeing_noun=>practical_adj,wellbeing,practical,1838,7
wellbeing_noun=>practical_adj,wellbeing,practical,1843,2
wellbeing_noun=>practical_adj,wellbeing,practical,1848,1
wellbeing_noun=>practical_adj,wellbeing,practical,1849,1
wellbeing_noun=>practical_adj,wellbeing,practical,1854,8
wellbeing_noun=>practical_adj,wellbeing,practical,1859,1
wellbeing_noun=>practical_adj,wellbeing,practical,1867,1
wellbeing_noun=>practical_adj,wellbeing,practical,1868,1
wellbeing_noun=>practical_adj,wellbeing,practical,1874,8
wellbeing_noun=>practical_adj,wellbeing,practical,1883,6
wellbeing_noun=>practical_adj,wellbeing,practical,1884,1
wellbeing_noun=>practical_adj,wellbeing,practical,1886,3
wellbeing_noun=>practical_adj,wellbeing,practical,1891,5
wellbeing_noun=>practical_adj,wellbeing,practical,1892,1
wellbeing_noun=>practical_adj,wellbeing,practical,1898,2
wellbeing_noun=>practical_adj,wellbeing,practical,1901,4
wellbeing_noun=>practical_adj,wellbeing,practical,1904,8
wellbeing_noun=>practical_adj,wellbeing,practical,1905,1
wellbeing_noun=>practical_adj,wellbeing,practical,1906,1
wellbeing_noun=>practical_adj,wellbeing,practical,1909,2
wellbeing_noun=>practical_adj,wellbeing,practical,1910,2
wellbeing_noun=>practical_adj,wellbeing,practical,1912,1
wellbeing_noun=>practical_adj,wellbeing,practical,1913,2
wellbeing_noun=>practical_adj,wellbeing,practical,1914,5
wellbeing_noun=>practical_adj,wellbeing,practical,1916,3
wellbeing_noun=>practical_adj,wellbeing,practical,1917,1
wellbeing_noun=>practical_adj,wellbeing,practical,1922,1
wellbeing_noun=>practical_adj,wellbeing,practical,1927,3
wellbeing_noun=>practical_adj,wellbeing,practical,1929,1
wellbeing_noun=>practical_adj,wellbeing,practical,1931,2
wellbeing_noun=>practical_adj,wellbeing,practical,1935,2
wellbeing_noun=>practical_adj,wellbeing,practical,1936,2
wellbeing_noun=>practical_adj,wellbeing,practical,1938,1
wellbeing_noun=>practical_adj,wellbeing,practical,1949,5
wellbeing_noun=>practical_adj,wellbeing,practical,1957,2
wellbeing_noun=>practical_adj,wellbeing,practical,1959,1
wellbeing_noun=>practical_adj,wellbeing,practical,1970,4
wellbeing_noun=>practical_adj,wellbeing,practical,1972,1
wellbeing_noun=>practical_adj,wellbeing,practical,1974,1
wellbeing_noun=>practical_adj,wellbeing,practical,1975,1
wellbeing_noun=>practical_adj,wellbeing,practical,1977,4
wellbeing_noun=>practical_adj,wellbeing,practical,1978,5
wellbeing_noun=>practical_adj,wellbeing,practical,1981,1
wellbeing_noun=>practical_adj,wellbeing,practical,1983,4
wellbeing_noun=>practical_adj,wellbeing,practical,1986,1
wellbeing_noun=>practical_adj,wellbeing,practical,1987,6
wellbeing_noun=>practical_adj,wellbeing,practical,1990,3
wellbeing_noun=>practical_adj,wellbeing,practical,1995,6
wellbeing_noun=>practical_adj,wellbeing,practical,1999,2
wellbeing_noun=>practical_adj,wellbeing,practical,2000,2
wellbeing_noun=>practical_adj,wellbeing,practical,2001,4
wellbeing_noun=>practical_adj,wellbeing,practical,2003,2
wellbeing_noun=>practical_adj,wellbeing,practical,2004,2
wellbeing_noun=>practical_adj,wellbeing,practical,2005,2
wellbeing_noun=>practical_adj,wellbeing,practical,2006,3
wellbeing_noun=>practical_adj,wellbeing,practical,2007,3
wellbeing_noun=>practical_adj,wellbeing,practical,2008,2
wellbeing_noun=>practical_adj,wellbeing,practical,2009,1
wellbeing_noun=>practical_adj,wellbeing,practical,2010,1
wellbeing_noun=>practical_adj,wellbeing,practical,2011,1
wellbeing_noun=>practical_adj,wellbeing,practical,2012,4
wellbeing_noun=>practical_adj,wellbeing,practical,2013,6
wellbeing_noun=>practical_adj,wellbeing,practical,2014,9
wellbeing_noun=>practical_adj,wellbeing,practical,2017,3
wellbeing_noun=>practical_adj,wellbeing,practical,2018,3
wellbeing_noun=>practical_adj,wellbeing,practical,2019,3
wellbeing_noun=>free_adj,wellbeing,free,1891,1
wellbeing_noun=>free_adj,wellbeing,free,1903,1
wellbeing_noun=>free_adj,wellbeing,free,1942,1
wellbeing_noun=>free_adj,wellbeing,free,1946,1
wellbeing_noun=>free_adj,wellbeing,free,1947,1
wellbeing_noun=>free_adj,wellbeing,free,1948,3
wellbeing_noun=>free_adj,wellbeing,free,1950,1
wellbeing_noun=>free_adj,wellbeing,free,1954,1
wellbeing_noun=>free_adj,wellbeing,free,1964,1
wellbeing_noun=>free_adj,wellbeing,free,1972,3
wellbeing_noun=>free_adj,wellbeing,free,1974,3
wellbeing_noun=>free_adj,wellbeing,free,1975,2
wellbeing_noun=>free_adj,wellbeing,free,1976,4
wellbeing_noun=>free_adj,wellbeing,free,1977,1
wellbeing_noun=>free_adj,wellbeing,free,1978,4
wellbeing_noun=>free_adj,wellbeing,free,1979,3
wellbeing_noun=>free_adj,wellbeing,free,1980,2
wellbeing_noun=>free_adj,wellbeing,free,1981,4
wellbeing_noun=>free_adj,wellbeing,free,1982,1
wellbeing_noun=>free_adj,wellbeing,free,1983,3
wellbeing_noun=>free_adj,wellbeing,free,1984,6
wellbeing_noun=>free_adj,wellbeing,free,1985,4
wellbeing_noun=>free_adj,wellbeing,free,1986,6
wellbeing_noun=>free_adj,wellbeing,free,1987,1
wellbeing_noun=>free_adj,wellbeing,free,1988,1
wellbeing_noun=>free_adj,wellbeing,free,1990,3
wellbeing_noun=>free_adj,wellbeing,free,1992,1
wellbeing_noun=>free_adj,wellbeing,free,1993,1
wellbeing_noun=>free_adj,wellbeing,free,1997,1
wellbeing_noun=>free_adj,wellbeing,free,1999,2
wellbeing_noun=>free_adj,wellbeing,free,2000,1
wellbeing_noun=>free_adj,wellbeing,free,2001,2
wellbeing_noun=>free_adj,wellbeing,free,2002,3
wellbeing_noun=>free_adj,wellbeing,free,2003,7
wellbeing_noun=>free_adj,wellbeing,free,2004,4
wellbeing_noun=>free_adj,wellbeing,free,2005,3
wellbeing_noun=>free_adj,wellbeing,free,2006,9
wellbeing_noun=>free_adj,wellbeing,free,2007,8
wellbeing_noun=>free_adj,wellbeing,free,2008,3
wellbeing_noun=>free_adj,wellbeing,free,2010,10
wellbeing_noun=>free_adj,wellbeing,free,2011,3
wellbeing_noun=>free_adj,wellbeing,free,2012,2
wellbeing_noun=>free_adj,wellbeing,free,2013,9
wellbeing_noun=>free_adj,wellbeing,free,2014,4
wellbeing_noun=>free_adj,wellbeing,free,2015,2
wellbeing_noun=>free_adj,wellbeing,free,2017,14
wellbeing_noun=>free_adj,wellbeing,free,2018,7
wellbeing_noun=>free_adj,wellbeing,free,2019,6
wellbeing_noun=>male_adj,wellbeing,male,1957,1
wellbeing_noun=>male_adj,wellbeing,male,1972,1
wellbeing_noun=>male_adj,wellbeing,male,1979,1
wellbeing_noun=>male_adj,wellbeing,male,1987,1
wellbeing_noun=>male_adj,wellbeing,male,1990,2
wellbeing_noun=>male_adj,wellbeing,male,1992,1
wellbeing_noun=>male_adj,wellbeing,male,1993,1
wellbeing_noun=>male_adj,wellbeing,male,1994,1
wellbeing_noun=>male_adj,wellbeing,male,1995,1
wellbeing_noun=>male_adj,wellbeing,male,1996,1
wellbeing_noun=>male_adj,wellbeing,male,2003,4
wellbeing_noun=>male_adj,wellbeing,male,2005,3
wellbeing_noun=>male_adj,wellbeing,male,2006,4
wellbeing_noun=>male_adj,wellbeing,male,2007,2
wellbeing_noun=>male_adj,wellbeing,male,2010,3
wellbeing_noun=>male_adj,wellbeing,male,2012,2
wellbeing_noun=>male_adj,wellbeing,male,2013,5
wellbeing_noun=>male_adj,wellbeing,male,2014,4
wellbeing_noun=>male_adj,wellbeing,male,2015,2
wellbeing_noun=>male_adj,wellbeing,male,2016,2
wellbeing_noun=>male_adj,wellbeing,male,2017,2
wellbeing_noun=>male_adj,wellbeing,male,2018,6
wellbeing_noun=>male_adj,wellbeing,male,2019,4
wellbeing_noun=>extreme_adj,wellbeing,extreme,1846,11
wellbeing_noun=>extreme_adj,wellbeing,extreme,1921,2
wellbeing_noun=>extreme_adj,wellbeing,extreme,1929,3
wellbeing_noun=>extreme_adj,wellbeing,extreme,1932,4
wellbeing_noun=>extreme_adj,wellbeing,extreme,1935,2
wellbeing_noun=>extreme_adj,wellbeing,extreme,1947,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1948,2
wellbeing_noun=>extreme_adj,wellbeing,extreme,1956,3
wellbeing_noun=>extreme_adj,wellbeing,extreme,1960,2
wellbeing_noun=>extreme_adj,wellbeing,extreme,1961,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1964,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1970,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1971,4
wellbeing_noun=>extreme_adj,wellbeing,extreme,1972,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1973,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1975,2
wellbeing_noun=>extreme_adj,wellbeing,extreme,1976,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1977,3
wellbeing_noun=>extreme_adj,wellbeing,extreme,1978,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1979,5
wellbeing_noun=>extreme_adj,wellbeing,extreme,1980,4
wellbeing_noun=>extreme_adj,wellbeing,extreme,1981,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1982,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1983,4
wellbeing_noun=>extreme_adj,wellbeing,extreme,1984,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1985,5
wellbeing_noun=>extreme_adj,wellbeing,extreme,1986,3
wellbeing_noun=>extreme_adj,wellbeing,extreme,1987,4
wellbeing_noun=>extreme_adj,wellbeing,extreme,1988,3
wellbeing_noun=>extreme_adj,wellbeing,extreme,1989,8
wellbeing_noun=>extreme_adj,wellbeing,extreme,1991,7
wellbeing_noun=>extreme_adj,wellbeing,extreme,1993,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1994,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1995,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1996,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1997,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1998,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,1999,3
wellbeing_noun=>extreme_adj,wellbeing,extreme,2000,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,2001,5
wellbeing_noun=>extreme_adj,wellbeing,extreme,2003,3
wellbeing_noun=>extreme_adj,wellbeing,extreme,2005,2
wellbeing_noun=>extreme_adj,wellbeing,extreme,2006,2
wellbeing_noun=>extreme_adj,wellbeing,extreme,2007,4
wellbeing_noun=>extreme_adj,wellbeing,extreme,2008,1
wellbeing_noun=>extreme_adj,wellbeing,extreme,2009,4
wellbeing_noun=>extreme_adj,wellbeing,extreme,2010,8
wellbeing_noun=>extreme_adj,wellbeing,extreme,2011,8
wellbeing_noun=>extreme_adj,wellbeing,extreme,2012,36
wellbeing_noun=>extreme_adj,wellbeing,extreme,2013,5
wellbeing_noun=>extreme_adj,wellbeing,extreme,2014,2
wellbeing_noun=>extreme_adj,wellbeing,extreme,2015,4
wellbeing_noun=>extreme_adj,wellbeing,extreme,2016,23
wellbeing_noun=>extreme_adj,wellbeing,extreme,2017,8
wellbeing_noun=>extreme_adj,wellbeing,extreme,2018,7
wellbeing_noun=>extreme_adj,wellbeing,extreme,2019,5
wellbeing_noun=>dependent_adj,wellbeing,dependent,1831,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1867,2
wellbeing_noun=>dependent_adj,wellbeing,dependent,1871,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1881,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1887,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1910,3
wellbeing_noun=>dependent_adj,wellbeing,dependent,1911,3
wellbeing_noun=>dependent_adj,wellbeing,dependent,1917,5
wellbeing_noun=>dependent_adj,wellbeing,dependent,1918,7
wellbeing_noun=>dependent_adj,wellbeing,dependent,1938,3
wellbeing_noun=>dependent_adj,wellbeing,dependent,1941,4
wellbeing_noun=>dependent_adj,wellbeing,dependent,1942,2
wellbeing_noun=>dependent_adj,wellbeing,dependent,1943,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1946,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1952,3
wellbeing_noun=>dependent_adj,wellbeing,dependent,1953,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1961,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1962,8
wellbeing_noun=>dependent_adj,wellbeing,dependent,1963,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1967,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1968,2
wellbeing_noun=>dependent_adj,wellbeing,dependent,1969,2
wellbeing_noun=>dependent_adj,wellbeing,dependent,1972,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1978,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1980,2
wellbeing_noun=>dependent_adj,wellbeing,dependent,1981,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1982,2
wellbeing_noun=>dependent_adj,wellbeing,dependent,1983,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1984,3
wellbeing_noun=>dependent_adj,wellbeing,dependent,1985,4
wellbeing_noun=>dependent_adj,wellbeing,dependent,1986,2
wellbeing_noun=>dependent_adj,wellbeing,dependent,1987,5
wellbeing_noun=>dependent_adj,wellbeing,dependent,1988,4
wellbeing_noun=>dependent_adj,wellbeing,dependent,1991,2
wellbeing_noun=>dependent_adj,wellbeing,dependent,1992,3
wellbeing_noun=>dependent_adj,wellbeing,dependent,1998,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,1999,4
wellbeing_noun=>dependent_adj,wellbeing,dependent,2000,3
wellbeing_noun=>dependent_adj,wellbeing,dependent,2001,3
wellbeing_noun=>dependent_adj,wellbeing,dependent,2002,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,2003,3
wellbeing_noun=>dependent_adj,wellbeing,dependent,2004,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,2005,1
wellbeing_noun=>dependent_adj,wellbeing,dependent,2007,3
wellbeing_noun=>dependent_adj,wellbeing,dependent,2008,2
wellbeing_noun=>dependent_adj,wellbeing,dependent,2009,3
